text,label,language,clean_text
bakan varank macaristan ol toplam transit kota yıl için bin çık bil,1,tr,bakan varank macaristan ol toplam transit kota yıl bin çık bil
aile çal sosyal hizmet bakan zehra zümrüt selçukkasım ayın il nakdî ücret destek öde bugün itibarıyla baş,1,tr,aile çal sosyal hizmet bakan zehra zümrüt selçukkasım ayın il nakdî ücret destek öde bugün itibarıyla baş
aile çal sosyal hizmet bakan zehra zümrüt selçuk sosyal ekonomik destek hizmet öde bugün itibari ihtiyaç sahip vatan hesap yat baş aç,1,tr,aile çal sosyal hizmet bakan zehra zümrüt selçuk sosyal ekonomik destek hizmet öde bugün itibari ihtiyaç sahip vatan hesap yat baş aç
ankara cumhuriyet başsavcı fetö sağlık bakan yapı yönel yürü soru kapsam doktor hemşire şüphe hakkında gözaltı karar verdi,1,tr,ankara cumhuriyet başsavcı fetö sağlık bakan yapı yönel yürü soru kapsam doktor hemşire şüphe hakkında gözaltı karar verdi
iç bakan soylu vali mesaj aşı önder edin,1,tr,iç bakan soylu vali mesaj aşı önder edin
bakan koca samsun antalya ordu yüksek risk devam et,1,tr,bakan koca samsun antalya ordu yüksek risk devam et
ingiltere başbakan john brexit gör için brüksel git,1,tr,ingiltere başbakan john brexit gör brüksel git
iç bakan terör örgüt çöz kazan örgüt mensup daha ikna yoluyla teslim oldu teslim ol biri yıl terör örgüt ol belirle,1,tr,iç bakan terör örgüt çöz kazan örgüt mensup ikna yoluyla teslim oldu teslim ol yıl terör örgüt ol belirle
bakan koca bugün tespit edi hasta ağır hasta sayı art hız azal kısıt etki görü baş yakında daha his ümit et hep görev kendi kısıt uygula kalaba uzak dur,1,tr,bakan koca bugün tespit edi hasta ağır hasta sayı art hız azal kısıt etki görü baş yakında ümit et görev kendi kısıt uygula kalaba uzak dur
cumhurbaşkanı erdoğan sudan büyükelçi kabul et,1,tr,cumhurbaşkanı erdoğan sudan büyükelçi kabul et
sağlık bakan yak temas karantina süre değ yapı,1,tr,sağlık bakan yak temas karantina süre değ yapı
bakan çavuşoğlu ermenistan toprak göz,1,tr,bakan çavuşoğlu ermenistan toprak göz
cumhurbaşkanı erdoğan doğu akdeniz mesaj,1,tr,cumhurbaşkanı erdoğan doğu akdeniz mesaj
iç bakan bingöl terör örgüt depo sığınak kilogram esrar geç,1,tr,iç bakan bingöl terör örgüt depo sığınak kilogram esrar geç
genç spor bakan mehmet muharrem kasapoğlu eğit öğret yıl yüksek öğren burskredi başvuru uç aç duy,1,tr,genç spor bakan mehmet muharrem kasapoğlu eğit öğret yıl yüksek öğren burskredi başvuru uç aç duy
iç bakan kısıt ihlal ede kişi adli idari işlem yapı,1,tr,iç bakan kısıt ihlal ede kişi adli idari işlem yapı
dışişleri bakan yuna basın çıkan haber cevap verdi,1,tr,dışişleri bakan yuna basın çıkan haber cevap verdi
bakan koca bugün tespit edi yeni hasta ağır hasta sayı art hız azal eğ tedbir kısıt etki gör ümit et tedbir uy hep için insani görev kısıt ol kalaba uzak duru,1,tr,bakan koca bugün tespit edi yeni hasta ağır hasta sayı art hız azal eğ tedbir kısıt etki gör ümit et tedbir uy insani görev kısıt ol kalaba uzak duru
genç spor bakan kasapoğlu ara burs kredi öde yükseköğrenim öğrenci hesap yat baş bil,1,tr,genç spor bakan kasapoğlu ara burs kredi öde yükseköğrenim öğrenci hesap yat baş bil
cumhurbaşkanı erdoğan sürpriz ziyaret,1,tr,cumhurbaşkanı erdoğan sürpriz ziyaret
dışişleri bakan çavuşoğlu italyan mevkidaş maio gör,1,tr,dışişleri bakan çavuşoğlu italyan mevkidaş maio gör
galatasaray evin hataysporu mağlup et,1,tr,galatasaray evin hataysporu mağlup et
bakan koca koronavirüste dur aç,1,tr,bakan koca koronavirüste dur aç
bakan kur antalya gazipaşa ilçe aç meydan gelen büyük deprem hemen ra hareket geçen bakan hasar tespit ekip ince baş kadar olumsuz dur ihbar karşı,1,tr,bakan kur antalya gazipaşa ilçe aç meydan gelen büyük deprem hemen ra hareket geçen bakan hasar tespit ekip ince baş kadar olumsuz dur ihbar karşı
bakan soylu kılıçdaroğlunun iddia cevap,1,tr,bakan soylu kılıçdaroğlunun iddia cevap
bakan soylu vatan türkiye nokta kısıt uyu,1,tr,bakan soylu vatan türkiye nokta kısıt uyu
aile çal sosyal hizmet bakan bazı online alışveriş site çocuk çamaşır çocuk bedenî üzerinde sergi sat sunu tespit et art ticaret bakan reklam dur yön yazı gönder,1,tr,aile çal sosyal hizmet bakan online alışveriş site çocuk çamaşır çocuk bedenî üzerinde sergi sat sunu tespit et art ticaret bakan reklam dur yön yazı gönder
bakan soylu kısıt çerçeve toplam uygula nokta kuru tedbir kamera takip et bil,1,tr,bakan soylu kısıt çerçeve toplam uygula nokta kuru tedbir kamera takip et bil
bakan pakdemirli arı proje yüzde hindi yet proje yüzde ipek böcek proje yüzde hibe destek veri,1,tr,bakan pakdemirli arı proje yüzde hindi yet proje yüzde ipek böcek proje yüzde hibe destek veri
iç bakan bitlis yıl sehi orman operasyon baş operasyon jandarma komando jandarma özel harekatjöh polis özel harekât güven korucu tim ol per görev al,1,tr,iç bakan bitlis yıl sehi orman operasyon baş operasyon jandarma komando jandarma özel harekatjöh polis özel harekât güven korucu tim ol per görev al
sağlık bakan teker ambulans motosiklet ambulans,1,tr,sağlık bakan teker ambulans motosiklet ambulans
sağlık bakan yoğun bak yan torpil baş haber tüm gerçek dış,1,tr,sağlık bakan yoğun bak yan torpil baş haber gerçek dış
isveç başbakan lövfen korona virüs aşı ücret olacak,1,tr,isveç başbakan lövfen korona virüs aşı ücret olacak
cumhurbaşkanı erdoğan mesaj,1,tr,cumhurbaşkanı erdoğan mesaj
iç bakan söz çatak bugün terör örgüt bit safha gel,1,tr,iç bakan söz çatak bugün terör örgüt bit safha gel
cumhurbaşkanı recep tayyip erdoğan cuma namaz için ayasofyai kebir camii şerif gel,1,tr,cumhurbaşkanı recep tayyip erdoğan cuma namaz ayasofyai kebir camii şerif gel
aile çal sosyal hizmet bakan zehra zümrüt selçuk kasım ayın il iş kısa çal ödenek öde bugün yap,1,tr,aile çal sosyal hizmet bakan zehra zümrüt selçuk kasım ayın il iş kısa çal ödenek öde bugün yap
iç bakan süleyman soylu şükür ağrıiran sınır kilometre güven duvar proje a er,1,tr,iç bakan süleyman soylu şükür ağrıiran sınır kilometre güven duvar proje er
süper maç mağlup ol galatasaray yarın saha sezon yeni ekip hatayspor karşı,1,tr,süper maç mağlup ol galatasaray yarın saha sezon yeni ekip hatayspor karşı
iç bakan yardım ismail çatak uyu mücadele husus çal sürü operasyon kişi gözaltı al kişi tutuklanmıştır,1,tr,iç bakan yardım ismail çatak uyu mücadele husus çal sürü operasyon kişi gözaltı al kişi tutuklanmıştır
bakan koca seferber zaman de pay il vaka art yüzde,1,tr,bakan koca seferber zaman pay il vaka art yüzde
bakan koca il sağlık müdür gör,1,tr,bakan koca il sağlık müdür gör
yeni bina açıl cumhurbaşkanı erdoğan jakoben zihniyet türk müzik nasip al,1,tr,yeni bina açıl cumhurbaşkanı erdoğan jakoben zihniyet türk müzik nasip al
cumhurbaşkanı erdoğan uğur şahin özlem türe tebrik,1,tr,cumhurbaşkanı erdoğan uğur şahin özlem türe tebrik
fransa ulusal meclis skandal karabağ karar,1,tr,fransa ulusal meclis skandal karabağ karar
spor camia bakan kasapoğlu için geçmiş ol mesaj,1,tr,spor camia bakan kasapoğlu geçmiş ol mesaj
cumhurbaşkanı erdoğan iran cumhurbaşkanı ruhani gör,1,tr,cumhurbaşkanı erdoğan iran cumhurbaşkanı ruhani gör
cumhurbaşkanı recep tayyip erdoğan iran cumhurbaşkanı hasa ruhani telefon gör gerçek,1,tr,cumhurbaşkanı recep tayyip erdoğan iran cumhurbaşkanı hasa ruhani telefon gör gerçek
cumhurbaşkanı erdoğan engel vatan ara gel,1,tr,cumhurbaşkanı erdoğan engel vatan ara gel
cumhurbaşkanı erdoğan jakoben zihniyet türk müzik nasip al,1,tr,cumhurbaşkanı erdoğan jakoben zihniyet türk müzik nasip al
yıl uygula asgari ücret belirle çal kapsam asgari ücret tespit komisyon toplantı yarın saat aile çal sosyal hizmet bakan zehra zümrüt selçuk başkan gerçek,1,tr,yıl uygula asgari ücret belirle çal kapsam asgari ücret tespit komisyon toplantı yarın saat aile çal sosyal hizmet bakan zehra zümrüt selçuk başkan gerçek
cumhurbaşkanı erdoğan kovid aşı gel uğur şahin özlem türe tebrik,1,tr,cumhurbaşkanı erdoğan kovid aşı gel uğur şahin özlem türe tebrik
genç spor bakan mehmet muharrem kasapoğlu eş birlikte yap ol covid test pozitif çıktı,1,tr,genç spor bakan mehmet muharrem kasapoğlu eş birlikte yap ol covid test pozitif çıktı
selçuk bayraktar azerbaycan fahri vatan olur biz için gurur şeref,1,tr,selçuk bayraktar azerbaycan fahri vatan olur gurur şeref
yıl engel oğul bakan anne itiraf,1,tr,yıl engel oğul bakan anne itiraf
cumhurbaşkanı recep tayyip erdoğan genel başkan kemal kılıçdaroğlu hakkında parti grup toplantı ifade nedeniyle lira manevi tazminat dava aç,1,tr,cumhurbaşkanı recep tayyip erdoğan genel başkan kemal kılıçdaroğlu hakkında parti grup toplantı ifade nedeniyle lira manevi tazminat dava aç
cumhurbaşkanı recep tayyip erdoğan aralıkta azerbaycan git,1,tr,cumhurbaşkanı recep tayyip erdoğan aralıkta azerbaycan git
azerbaycan savun bakan azerbaycan ermenistan arası savaş azerbaycan askerî hayat kaybet,1,tr,azerbaycan savun bakan azerbaycan ermenistan arası savaş azerbaycan askerî hayat kaybet
aksaray sokak çık kısıt uy alkol araç kullan polis ekip yaka sürü maske çık polis çevre risk at kendi gör iste basın mensup sal,1,tr,aksaray sokak çık kısıt uy alkol araç kullan polis ekip yaka sürü maske çık polis çevre risk kendi gör iste basın mensup sal
bakan elvan kasım enflasyon gıda petrol fiyat art döviz kuru etki yansı yıl yüzde piyasa beklenti üzerinde gerçek yüksek enflasyon etki in için gücü çal,1,tr,bakan elvan kasım enflasyon gıda petrol fiyat art döviz kuru etki yansı yıl yüzde piyasa beklenti üzerinde gerçek yüksek enflasyon etki gücü çal
iç bakan koordine emniyet genel müdür jandarma genel komutan tarafından yürü ikna çal netice pkkkck terör örgüt kaça örgüt mensup güven güç teslim oldu,1,tr,iç bakan koordine emniyet genel müdür jandarma genel komutan tarafından yürü ikna çal netice pkkkck terör örgüt kaça örgüt mensup güven güç teslim oldu
adalet bakan korona virüs tedbir kapsam adliye istinaf mahkeme gir kod şart getir,1,tr,adalet bakan korona virüs tedbir kapsam adliye istinaf mahkeme gir kod şart getir
bakan koca il sağlık müdür gör,1,tr,bakan koca il sağlık müdür gör
sağlık bakan fahrettin koca türkiye gün koronavirüs tablo pay,1,tr,sağlık bakan fahrettin koca türkiye gün koronavirüs tablo pay
sağlık bakan fahrettin koca bil kuru toplantı raşi önemli aç bul,1,tr,sağlık bakan fahrettin koca bil kuru toplantı raşi önemli aç bul
israil başbakan netanyahu israil halk seç propaganda değil iste,1,tr,israil başbakan netanyahu israil halk seç propaganda değil iste
sağlık bakan fahrettin koca türkiye gün koronavirüs tablo pay,1,tr,sağlık bakan fahrettin koca türkiye gün koronavirüs tablo pay
iç bakan korona virüs tedbir kapsam kısıt rehber yay merak edi soru cevap verdi,1,tr,iç bakan korona virüs tedbir kapsam kısıt rehber yay merak edi soru cevap verdi
italya sağlık bakan speranza covid aşı ocak itibaren ücret yapı,1,tr,italya sağlık bakan speranza covid aşı ocak itibaren ücret yapı
bakan ak türkrus ortak merkezî aç,1,tr,bakan ak türkrus ortak merkezî aç
bakan ak egemenliğimiz bağım ülke bir bütün için gayret göster bura fitne fesat tak değer ayrış kullan gerçekten yanlış siyaset üzerinde ol gerek konu,1,tr,bakan ak egemenliğimiz bağım ülke bir bütün gayret göster bura fitne fesat tak değer ayrış kullan gerçekten yanlış siyaset üzerinde ol gerek konu
bakan ak tank palet fabrika arifiye fabrika mülkiyet bakan konu herhangi şekil siyasi konu siyasi polemik malzeme yap daha uygun olacak kanaat,1,tr,bakan ak tank palet fabrika arifiye fabrika mülkiyet bakan konu herhangi şekil siyasi konu siyasi polemik malzeme yap uygun olacak kanaat
bakan ak türk general beraber çal orada türk subay beraber olacak ateşkes gözlem sağ ateşkes kal hale gel gayret göster,1,tr,bakan ak türk general beraber çal orada türk subay beraber olacak ateşkes gözlem sağ ateşkes kal hale gel gayret göster
koronavirüs bil kuru saat sağlık bakan fahrettin koca başkan gündem top,1,tr,koronavirüs bil kuru saat sağlık bakan fahrettin koca başkan gündem top
bakan pakdemirli balon balık av destek kapsam al,1,tr,bakan pakdemirli balon balık av destek kapsam al
genelkurmay başkan orgeneral gül milletvekili silah kuvvet için satılmış gibi ifade kullan olmamış yanlış inan hukuk bun gerek yerine getir,1,tr,genelkurmay başkan orgeneral gül milletvekili silah kuvvet satılmış ifade kullan olmamış yanlış inan hukuk bun gerek yerine getir
millî savun bakan ak tabii adalet bun cevap verecek keşke kişi çık bun de iste yanlış yap özür dile de daha anlam olur diye düşün,1,tr,millî savun bakan ak tabii adalet bun cevap verecek keşke kişi çık bun iste yanlış yap özür dile anlam olur düşün
millî savun bakan ak birileri çık kendi amaç ihtiyaç ego doğrultu böyle cümle kullan yanlış,1,tr,millî savun bakan ak birileri çık kendi amaç ihtiyaç ego doğrultu böyle cümle kullan yanlış
genç spor bakan mehmet kasapoğlu milyon destek sağ genç proje başvuru uç aç duy,1,tr,genç spor bakan mehmet kasapoğlu milyon destek sağ genç proje başvuru uç aç duy
ticaret bakan pekcanküresel ekonomi daral rağmen gerek büyü gerek ihracat olumlu gidişat toparla başarı devam et göster türkiye ekonomi yönel olumlu beklenti güç,1,tr,ticaret bakan pekcanküresel ekonomi daral rağmen gerek büyü gerek ihracat olumlu gidişat toparla başarı devam et göster türkiye ekonomi yönel olumlu beklenti güç
ticaret bakanlığıgts göre kasım ayın ihracat önceki yıl aynı ayın göre yüzde oran azal ithalat yüzde oran art,1,tr,ticaret bakanlığıgts göre kasım ayın ihracat önceki yıl aynı ayın göre yüzde oran azal ithalat yüzde oran art
ulaş altyapı bakan adil karaismailoğlu türksat uydu hizmet sunu yeni frekans bant için gölbaşı merkez kampüs istasyon kuru çal aşama gel,1,tr,ulaş altyapı bakan adil karaismailoğlu türksat uydu hizmet sunu yeni frekans bant gölbaşı merkez kampüs istasyon kuru çal aşama gel
millî eğit bakan için yayın örnek soru kitap ara itibarıyla sınıf öğrenci kullan sun,1,tr,millî eğit bakan yayın örnek soru kitap ara itibarıyla sınıf öğrenci kullan sun
ümran için bakan hareket geç,1,tr,ümran bakan hareket geç
cumhurbaşkanı erdoğan millî yüz emir sak kabul et,1,tr,cumhurbaşkanı erdoğan millî yüz emir sak kabul et
bakan soylu yeni proje duy ocak içinde baş,1,tr,bakan soylu yeni proje duy ocak içinde baş
iç bakan dene bilanço aç,1,tr,iç bakan dene bilanço aç
bakan soylu yeni proje duy ocak içinde baş,1,tr,bakan soylu yeni proje duy ocak içinde baş
dışişleri bakan mevlüt çavuşoğlu kktc cumhurbaşkanı er tatar gör,1,tr,dışişleri bakan mevlüt çavuşoğlu kktc cumhurbaşkanı er tatar gör
genel başkan bahçelichp milletvekili türk ordu satılmış ifade hesap soru,1,tr,genel başkan bahçelichp milletvekili türk ordu satılmış ifade hesap soru
bakan ak mevkidaş şoygu arası türkrus ortak merkezî gör,1,tr,bakan ak mevkidaş şoygu arası türkrus ortak merkezî gör
ara cumartesi ara pazar günü yapı ol aç öğret ortaokul lise sınav mill eğit bakan merkez taşra teşkilat unvan değ sınav kovid tedbir kapsam ileri tarih ertele,1,tr,ara cumartesi ara pazar günü yapı ol aç öğret ortaokul lise sınav mill eğit bakan merkez taşra teşkilat unvan değ sınav kovid tedbir kapsam ileri tarih ertele
bakan varank kobimize yak milyon destek sağ de,1,tr,bakan varank kobimize yak milyon destek sağ
iç bakanlığıyapılan dene maske takı zorun uy tespit edi kişi idari para ceza veri maske diğer tedbir uy kişi hakkında cumhuriyet sav duyuru bul,1,tr,iç bakanlığıyapılan dene maske takı zorun uy tespit edi kişi idari para ceza veri maske diğer tedbir uy kişi hakkında cumhuriyet sav duyuru bul
iç bakan boyun per görev al dene ekip marifetiyle gerçek dene pazaryeri kontrol et tedbir uy pazaryeri esnaf idari para ceza uygula,1,tr,iç bakan boyun per görev al dene ekip marifetiyle gerçek dene pazaryeri kontrol et tedbir uy pazaryeri esnaf idari para ceza uygula
sağlık bakan covid aşı yılbaşı ön dağıt baş,1,tr,sağlık bakan covid aşı yılbaşı ön dağıt baş
iç bakan sokak çık kısıt getiri süre gün üzeri vatan ihtiyaç duy temel ihtiyaç ekmek temel gıda plan yapı vefa sosyal destek birim aracılığıyla karşı,1,tr,iç bakan sokak çık kısıt getiri süre gün üzeri vatan ihtiyaç duy temel ihtiyaç ekmek temel gıda plan yapı vefa sosyal destek birim aracılığıyla karşı
iç bakan sokak çık kısıt getiri süre uy için istisna getiri dış işyerleri hafta saat kapa,1,tr,iç bakan sokak çık kısıt getiri süre uy istisna getiri dış işyerleri hafta saat kapa
iç bakan lokanta restoran tarz işyerleri sokak çık kısıt ol cumartesi pazar gün gün saat arası sade paket servis şeklî hizmet sun üzere aç ol,1,tr,iç bakan lokanta restoran tarz işyerleri sokak çık kısıt ol cumartesi pazar gün gün saat arası sade paket servis şeklî hizmet sun üzere aç ol
iç bakan yeni karar al kadar ülke genel hafta ları cuma gün saat baş cumartesi pazar gün tamam kap pazartesi gün saat tamam şekil sokak çık kısıt uygula,1,tr,iç bakan yeni karar al kadar ülke genel hafta ları cuma gün saat baş cumartesi pazar gün tamam kap pazartesi gün saat tamam şekil sokak çık kısıt uygula
sağlık bakan covid aşı yılbaşı ön dağıt baş,1,tr,sağlık bakan covid aşı yılbaşı ön dağıt baş
cumhurbaşkanı erdoğan aç işte yeni koronavirüs tedbir,1,tr,cumhurbaşkanı erdoğan aç işte yeni koronavirüs tedbir
cumhurbaşkanı recep tayyip erdoğan ukrayna başbakan denys shmyhal cumhurbaşkanlığı külliye kabul et,1,tr,cumhurbaşkanı recep tayyip erdoğan ukrayna başbakan denys shmyhal cumhurbaşkanlığı külliye kabul et
tarihî bidendan hazine bakan görev kadın aday,1,tr,tarihî bidendan hazine bakan görev kadın aday
cumhurbaşkanı erdoğan bul fırsat türkiye yaban şikâyet et yat ülke gel mesaj ver,1,tr,cumhurbaşkanı erdoğan bul fırsat türkiye yaban şikâyet et yat ülke gel mesaj ver
cumhurbaşkanı erdoğan korona virüs tedbir iç bakan genelge düzen salı günü itibaren uygula bil,1,tr,cumhurbaşkanı erdoğan korona virüs tedbir iç bakan genelge düzen salı günü itibaren uygula bil
cumhurbaşkanı erdoğan market kasap gibi iş paket servis verecek yer hafta u kısıt dış,1,tr,cumhurbaşkanı erdoğan market kasap iş paket servis verecek yer hafta u kısıt dış
cumhurbaşkanı erdoğan hafta hafta hafta u cuma akşam itibaren pazartesi sabah kadar geç olacak,1,tr,cumhurbaşkanı erdoğan hafta hafta hafta u cuma akşam itibaren pazartesi sabah kadar geç olacak
cumhurbaşkanı erdoğan için etap milyon doz an yap ön ay itibaren aşın uygula baş,1,tr,cumhurbaşkanı erdoğan etap milyon doz yap ön ay itibaren aşın uygula baş
cumhurbaşkanı erdoğan sal ol grip art sağlık sistem üzerinde yük art hastane dolu oran düş ol,1,tr,cumhurbaşkanı erdoğan sal ol grip art sağlık sistem üzerinde yük art hastane dolu oran düş ol
cumhurbaşkanı erdoğan dünya yerinde tırman geçen sal ülke etki ol,1,tr,cumhurbaşkanı erdoğan dünya yerinde tırman geçen sal ülke etki ol
bakan akartsk aleyh ifade tskya uza karşı hukuk çerçeve yapı gerek var onlar takip ede bun gerek yap,1,tr,bakan akartsk aleyh ifade tskya uza karşı hukuk çerçeve yapı gerek var onlar takip ede bun gerek yap
millî savun bakan ak türkrus askerî heyet teknik gör rus çal plan şekil devam et,1,tr,millî savun bakan ak türkrus askerî heyet teknik gör rus çal plan şekil devam et
cumhurbaşkanlığı kabine cumhurbaşkanı recep tayyip erdoğan başkan beştepede top,1,tr,cumhurbaşkanlığı kabine cumhurbaşkanı recep tayyip erdoğan başkan beştepede top
bakan elvan ekonomi büyü il aç,1,tr,bakan elvan ekonomi büyü il aç
tbmmtürkiye büyük millet meclis yerleşke eklentiler korona virüs covid ilgi al tedbir doğrultu ara tarih arası genel kuru çal yapı gün ziyaret kabul et,1,tr,tbmmtürkiye büyük millet meclis yerleşke eklentiler korona virüs covid ilgi al tedbir doğrultu ara tarih arası genel kuru çal yapı gün ziyaret kabul et
bakan selçuk kasım ayın il iş kısa çal ödenek öde ara yapı,1,tr,bakan selçuk kasım ayın il iş kısa çal ödenek öde ara yapı
iç bakan sokak çık kısıt bilanço aç,1,tr,iç bakan sokak çık kısıt bilanço aç
başkan donald trump adalet bakan hareket geç gecik,1,tr,başkan donald trump adalet bakan hareket geç gecik
msbden hakaret söylem video gönder,1,tr,msbden hakaret söylem video gönder
sağlık bakan tarafından gönderi işte ilaç kullan,1,tr,sağlık bakan tarafından gönderi işte ilaç kullan
iç bakan terör örgüt yıl faaliyet yürüten örgüt mensup ikna yoluyla teslim oldu,1,tr,iç bakan terör örgüt yıl faaliyet yürüten örgüt mensup ikna yoluyla teslim oldu
cumhurbaşkanlığı söz kal bakan dinî azınlık temsil ara gel,1,tr,cumhurbaşkanlığı söz kal bakan dinî azınlık temsil ara gel
msbden hakaret söylem video gönder,1,tr,msbden hakaret söylem video gönder
ankara cumhuriyet başsavcı katı program türk ordu satılmış diye dönem milletvekili mahir başar hakkında resen soru baş,1,tr,ankara cumhuriyet başsavcı katı program türk ordu satılmış dönem milletvekili mahir başar hakkında resen soru baş
millî savun bakan ak aleyh kullan ifade tepki,1,tr,millî savun bakan ak aleyh kullan ifade tepki
sağlık bakan tarafından gönderi işte ilaç kullan,1,tr,sağlık bakan tarafından gönderi işte ilaç kullan
parti söz ömer çelik kahraman türk ordu hakkında ahlak seviye yoksun ifade kullan milletvekili mahir başar şiddet kına,1,tr,parti söz ömer çelik kahraman türk ordu hakkında ahlak seviye yoksun ifade kullan milletvekili mahir başar şiddet kına
bakan koca ilgi önemli aç,1,tr,bakan koca ilgi önemli aç
abdürrahim albayrak milyon euro vere al diagne,1,tr,abdürrahim albayrak milyon euro vere al diagne
bakan koca bugün tespit edi ağır hasta sağlık ordu ağır altın birim tedbir uy mesulüz kişi tercih değil toplum zorun,1,tr,bakan koca bugün tespit edi ağır hasta sağlık ordu ağır altın birim tedbir uy mesulüz kişi tercih değil toplum zorun
iç bakan vali konak tesis restoran konu genelge,1,tr,iç bakan vali konak tesis restoran konu genelge
iç bakan pkkkck terör örgüt üye destek yönel başsavcı koordine kasım tarih il plan gerçek operasyon toplam şahıs gözaltı al,1,tr,iç bakan pkkkck terör örgüt üye destek yönel başsavcı koordine kasım tarih il plan gerçek operasyon toplam şahıs gözaltı al
millî savun bakan zeytin dal bölge taciz at yap pkkypg terörist etki hale getiri bil,1,tr,millî savun bakan zeytin dal bölge taciz yap pkkypg terörist etki hale getiri bil
ilet başkan altuntüm dünya siyasi ekonomik sosyal anlam olumsuz yön etki koronavirüs sal rağmen hukuk ekonomi alan güçlü reform hazır yap türkiye daha ileri nokta taşı karar,1,tr,ilet başkan altuntüm dünya siyasi ekonomik sosyal anlam olumsuz yön etki koronavirüs sal rağmen hukuk ekonomi alan güçlü reform hazır yap türkiye ileri nokta taşı karar
aile çal sosyal hizmet bakan zehra zümrüt selçuk sayın bakan birlikte dünya kıymet temsil ara gel istihdam iş işveren koru ön,1,tr,aile çal sosyal hizmet bakan zehra zümrüt selçuk sayın bakan birlikte dünya kıymet temsil ara gel istihdam iş işveren koru ön
cumhurbaşkanı erdoğan millî cimnastikçi ibrahim çolak tebrik et,1,tr,cumhurbaşkanı erdoğan millî cimnastikçi ibrahim çolak tebrik et
ırak iç bakan gani sincardaki güven dur yerinde ince,1,tr,ırak iç bakan gani sincardaki güven dur yerinde ince
sağlık bakan koca yıl sağlık tesis tamam,1,tr,sağlık bakan koca yıl sağlık tesis tamam
iran milletvekili bey azerbaycan halk karabağ savaş iran yanında gör boş erdoğan dol,1,tr,iran milletvekili bey azerbaycan halk karabağ savaş iran yanında gör boş erdoğan dol
meclis bütçe maraton devam ede,1,tr,meclis bütçe maraton devam ede
tarım orman bakan pakdemirli tavsiye fiyat litre baş kur destek veri,1,tr,tarım orman bakan pakdemirli tavsiye fiyat litre baş kur destek veri
iç bakan soylu örgüt istihbarat sağ adam el silah mağara yaşa diye yum,1,tr,iç bakan soylu örgüt istihbarat sağ adam el silah mağara yaşa yum
kültür turizm bakan ersoy kybele heykel artık ol toprak vatan gel,1,tr,kültür turizm bakan ersoy kybele heykel artık ol toprak vatan gel
trumpın adalet bakan barrı kov iste iddia,1,tr,trumpın adalet bakan barrı kov iste iddia
millî savun bakan ay terörist etki hale getiri,1,tr,millî savun bakan ay terörist etki hale getiri
can kültür turizm bakan ersoy türkiye geri getiri yıl kybele heykel tanı toplantı katı,1,tr,kültür turizm bakan ersoy türkiye geri getiri yıl kybele heykel tanı toplantı katı
bakan çavuşoğlu daytonın başarı dikkat değer,1,tr,bakan çavuşoğlu daytonın başarı dikkat değer
sağlık bakan koca vatan sağ için can feda ede sağlık şehit kalbî göm,1,tr,sağlık bakan koca vatan sağ feda ede sağlık şehit kalbî göm
bakan kur deprem kent dönüş siyaset üst konu,1,tr,bakan kur deprem kent dönüş siyaset üst konu
tbmm başkan şentop cumhurbaşkanı erdoğan yönel bazı iran yetki kullan yak tut kına,1,tr,tbmm başkan şentop cumhurbaşkanı erdoğan yönel iran yetki kullan yak tut kına
bakan koca ayın yak milyon vatan kanser tara geç,1,tr,bakan koca ayın yak milyon vatan kanser tara geç
iran dışişleri bakan zarif türkiye ilişki karşı güven daha gel um söyle,1,tr,iran dışişleri bakan zarif türkiye ilişki karşı güven gel um söyle
soylu yunanistan bakan düzen göçmen yönel insan dış muamele tepki,1,tr,soylu yunanistan bakan düzen göçmen yönel insan dış muamele tepki
katar suudiarabistanda siyasi çevre uzlaşı konu iyimser hakim ol rağmen riyad tarafından yapı aç uzlaşı yakında sağ garanti et,1,tr,katar suudiarabistanda siyasi çevre uzlaşı konu iyimser hakim ol rağmen riyad tarafından yapı aç uzlaşı yakında sağ garanti et
bakan koca yıl sağlık tesis tamam,1,tr,bakan koca yıl sağlık tesis tamam
iç bakan soylu örgüt istihbarat sağ adam el silah mağara yaşa diye yum,1,tr,iç bakan soylu örgüt istihbarat sağ adam el silah mağara yaşa yum
cezayir başbakan güç sınır yürü faaliyet ülke hedef al vurgu,1,tr,cezayir başbakan güç sınır yürü faaliyet ülke hedef al vurgu
ekip saraybosna sağlık çalışan kovid mücadele gör,1,tr,ekip saraybosna sağlık çalışan kovid mücadele gör
bakan çavuşoğlu iran mevkidaş mesnet aç kabul et ol ilet,1,tr,bakan çavuşoğlu iran mevkidaş mesnet aç kabul et ol ilet
dışişleri bakan çavuşoğlu iran mevkidaş yap gör cumhurbaşkanı erdoğan hedef alan aç kabul et ifade et,1,tr,dışişleri bakan çavuşoğlu iran mevkidaş yap gör cumhurbaşkanı erdoğan hedef alan aç kabul et ifade et
sağlık bakan koca bugün tespit edi hasta ağır hasta sayı art hız durağan ol sev,1,tr,sağlık bakan koca bugün tespit edi hasta ağır hasta sayı art hız durağan ol sev
tarım orman bakan pakdemirli düzbağ proje gaziantep yıl kadar ol ihtiyaç garanti altın al,1,tr,tarım orman bakan pakdemirli düzbağ proje gaziantep yıl kadar ol ihtiyaç garanti altın al
ulaş altyapı bakan karaismailoğlu akhisar çevre yol hizmet gir kent geç ya in,1,tr,ulaş altyapı bakan karaismailoğlu akhisar çevre yol hizmet gir kent geç
